Sire,Dam,animal,Column,Block,Chosen/Rejected,Vial,l2,l3,l4,l5
43,208,1407,F,2,1,208,1.696667672,0.30530609,0.142106152,0.649457284
43,208,1408,F,2,1,208,1.689673687,0.241504467,0.10124743,0.651589641
43,208,1409,B,2,0,208,1.745106547,0.330172919,0.265931309,0.738435066
43,208,1410,B,2,1,208,1.701675491,0.473984121,0.204668083,0.51528902
43,209,1411,F,2,1,209,1.721465437,0.223774486,-0.010669668,0.618329128
43,209,1412,F,2,1,209,1.75421686,0.135924062,0.030258943,0.623099397
43,209,1413,B,2,0,209,1.719667132,0.252049178,0.065123425,0.560565342
43,209,1414,F,2,1,209,1.728975457,0.281723727,0.15483158,0.585478128
43,209,1415,B,2,0,209,1.684022273,0.21495305,0.212980304,0.54377051
43,209,1416,B,2,1,209,1.695171183,0.286373695,0.260011461,0.48648671
43,209,1417,B,2,0,209,1.696126956,0.218698019,0.28259911,0.496195009
43,209,1418,B,2,0,209,1.690858555,0.239424741,0.188001873,0.502157074
43,209,1419,B,2,1,209,1.698645941,0.238032189,0.267747474,0.434851487
44,210,1420,F,2,1,210,1.683586355,0.216901327,0.14352202,0.566872243
44,210,1421,F,2,1,210,1.725610843,0.189769863,0.029805775,0.634102087
44,210,1422,F,2,1,210,1.713902666,0.260358777,0.043625068,0.681781977
44,210,1423,F,2,0,210,1.677319273,0.173521163,-0.007056264,0.535539911
44,210,1424,B,2,0,210,1.715395525,0.243104628,0.047499715,0.650227364
44,210,1425,B,2,1,210,1.69051148,0.20752366,0.114430301,0.489070777
44,210,1426,B,2,1,210,1.698019518,0.191251735,0.058710015,0.600566908
44,210,1427,B,2,0,210,1.713097949,0.270671192,0.100584687,0.680987434
44,210,1428,B,2,0,210,1.686661474,0.187180733,0.067629893,0.45728841
44,211,1429,B,2,0,211,1.745421271,0.379631329,0.211275527,0.688798969
44,211,1430,B,2,1,211,1.683662485,0.221937337,0.211964463,0.589936257
44,211,1431,F,2,1,211,1.723786435,0.260077146,0.290362704,0.522517693
44,211,1432,F,2,1,211,1.714553268,0.310275461,0.224044153,0.522322914
44,211,1433,F,2,1,211,1.705355507,0.230857709,0.234599432,0.47808333
44,211,1434,B,2,0,211,1.694222381,0.249456103,0.260506057,0.544876511
44,211,1435,B,2,0,211,1.692010563,0.268529828,0.198499929,0.664769043
44,211,1436,F,2,0,211,1.710050826,0.242902391,0.250680683,0.479988763
44,211,1437,B,2,0,211,1.707244262,0.158737614,0.215781749,0.493866648
44,212,1438,F,2,0,212,1.695785522,0.159816625,0.093107272,0.721262039
44,212,1439,F,2,1,212,1.740744059,0.210307694,0.135679657,0.793465618
44,212,1440,F,2,1,212,1.72624704,0.169187748,0.081223976,0.789842269
44,212,1441,F,2,0,212,1.732246154,0.004831564,0.037651809,0.744392538
44,212,1442,F,2,0,212,1.724911577,0.172022425,0.098818504,0.802034669
44,212,1443,B,2,0,212,1.723336593,0.167452785,-0.011133947,0.678889611
44,212,1444,B,2,1,212,1.719821712,0.198269786,0.00920129,0.741979553
44,212,1445,B,2,1,212,1.7213804,0.26773514,0.056097414,0.803492991
44,212,1446,B,2,0,212,1.746003975,0.259478615,-0.012708356,0.797372937
44,212,1447,B,2,1,212,1.742937037,0.267345033,0.05860395,0.762297183
45,213,1448,F,2,1,213,1.752997979,0.312499067,0.174444349,0.717324559
45,213,1449,F,2,1,213,1.764160982,0.331446533,0.14659451,0.707846777
45,213,1450,F,2,1,213,1.747066171,0.294443005,0.058722766,0.74390102
45,213,1451,F,2,0,213,1.774202087,0.318033996,0.136749935,0.560313655
45,213,1452,B,2,0,213,1.804709566,0.319706958,0.291960312,0.621278611
45,213,1453,B,2,0,213,1.759671432,0.321957154,0.115709989,0.610811253
45,214,1454,F,2,0,214,1.731700096,0.294528349,0.365165024,0.5130082
45,214,1455,F,2,0,214,1.677903339,0.201866596,0.302773074,0.422589382
45,214,1456,F,2,0,214,1.72601201,0.293079147,0.430023752,0.697668376
45,214,1457,F,2,1,214,1.710198827,0.366102556,0.68122377,0.796866247
45,214,1458,F,2,1,214,1.746397904,0.347846009,0.466168471,0.718465554
45,214,1459,B,2,0,214,1.728553158,0.340255772,0.523092757,0.869042379
45,215,1460,F,2,1,215,1.696822201,0.222246898,0.148031727,0.581142586
45,215,1461,F,2,0,215,1.717884657,0.25125915,0.185502901,0.565204576
45,215,1462,F,2,1,215,1.720845049,0.223576277,0.162221838,0.649852871
45,215,1463,F,2,0,215,1.739092071,0.249746493,0.186754804,0.644113967
45,215,1464,F,2,1,215,1.752535364,0.175551223,0.140868256,0.809562099
45,215,1465,B,2,1,215,1.708099735,0.288815667,0.255652914,0.738832114
45,215,1466,B,2,0,215,1.742257811,0.637541888,1.125411712,1.293151172
45,215,1467,B,2,0,215,1.757095224,0.38296698,0.198020633,0.724859788
45,215,1468,B,2,1,215,1.63926502,0.410293951,0.29548381,0.387122249
46,216,1469,F,2,1,216,1.706142514,0.140089065,0.043046394,0.806485864
46,216,1470,F,2,0,216,1.731334414,0.173709517,0.062370925,0.850796879
46,216,1471,F,2,1,216,1.725584466,0.158544176,0.102315053,0.874563405
46,216,1472,F,2,0,216,1.728968569,0.194530883,0.146529482,0.887428715
46,216,1473,B,2,1,216,1.740298609,0.157063606,0.079822928,0.811955944
46,216,1474,B,2,0,216,1.74320502,0.25475565,-0.057329311,0.842539482
46,216,1475,B,2,0,216,1.787081461,0.278219985,0.035152955,0.918953657
46,216,1476,B,2,0,216,1.771440534,0.270496507,0.012921018,0.804330594
46,217,1477,F,2,0,217,1.7141742,0.309953424,0.162294522,0.751073603
46,217,1478,F,2,1,217,1.729338576,0.298470437,0.144990559,0.72120712
46,217,1479,F,2,1,217,1.72504335,0.283886785,0.173847968,0.600781572
46,217,1480,F,2,1,217,1.701664378,0.231726805,0.288635036,0.506490349
46,217,1481,F,2,1,217,1.724907265,0.34694634,0.163285599,0.546656647
46,217,1482,B,2,0,217,1.690651592,0.263467423,0.20311978,0.655734051
46,217,1483,B,2,1,217,1.70003658,0.180199454,0.215211624,0.742753859
46,217,1484,B,2,1,217,1.779710681,0.49695879,0.302001502,0.908533592
46,218,1485,F,2,1,218,1.714387852,0.246858075,0.172870443,0.705601091
46,218,1486,F,2,0,218,1.652948174,0.212531379,0.221191418,0.610983047
46,218,1487,F,2,1,218,1.710567574,0.272346203,0.290127474,0.757582867
46,218,1488,F,2,0,218,1.6831197,0.238712815,0.224211986,0.520115348
46,218,1489,B,2,1,218,1.717760039,0.344615505,0.157148944,0.723241627
46,218,1490,B,2,1,218,1.666093419,0.300968146,0.326305255,0.438445574
46,218,1491,B,2,0,218,1.700787849,0.294134287,0.175629335,0.660522702
46,218,1492,B,2,0,218,1.707588288,0.291688666,0.100306981,0.580501401
47,219,1493,F,2,0,219,1.696698522,0.253064007,0.105815181,0.632384106
47,219,1494,F,2,0,219,1.721111006,0.196466578,0.09835127,0.615312692
47,219,1495,F,2,0,219,1.74580808,0.280206687,0.096240655,0.71370096
47,219,1496,B,2,0,219,1.727819212,0.257443583,0.038161027,0.676638632
47,219,1497,B,2,0,219,1.709036722,0.223073901,0.108455328,0.68692016
47,219,1498,B,2,0,219,1.71884655,0.341862895,0.095152949,0.757545018
47,219,1499,B,2,0,219,1.707713763,0.228883892,0.17295427,0.696291772
47,219,1500,B,2,0,219,1.701422666,0.350135517,0.08009897,0.726406095
47,220,1501,F,2,0,220,1.668658041,0.175754453,0.326493857,0.563693515
47,220,1502,F,2,1,220,1.696141372,0.278830176,0.317425313,0.697171414
47,220,1503,F,2,1,220,1.708013759,0.337460541,0.282776429,0.687504068
47,220,1504,F,2,1,220,1.688417145,0.238243754,0.373701655,0.672035225
47,220,1505,F,2,0,220,1.69999547,0.28723591,0.284383295,0.687494342
47,220,1506,B,2,1,220,1.72469825,0.298962375,0.085482804,0.737739049
47,220,1507,B,2,1,220,1.70842577,0.309551214,0.144941521,0.77034612
47,220,1508,B,2,1,220,1.715838244,0.280417077,0.133816755,0.716053925
47,220,1509,B,2,1,220,1.716136837,0.260145542,0.199015677,0.779186292
47,220,1510,B,2,0,220,1.734213777,0.40711496,0.182532671,0.79638552
47,221,1511,F,2,0,221,1.649962257,0.209992313,0.205522242,0.497985229
47,221,1512,F,2,1,221,1.688767628,0.330748135,0.418395673,0.541249406
47,221,1513,F,2,0,221,1.647312477,0.28709785,0.382907059,0.373213433
47,221,1514,B,2,0,221,1.635636029,0.220043471,0.215035982,0.454726459
47,221,1515,B,2,1,221,1.707014656,0.296835398,0.261237567,0.565743434
47,221,1516,B,2,0,221,1.712061678,0.305759383,0.301007308,0.634657289
47,221,1517,B,2,0,221,1.713477297,0.313565979,0.318929276,0.697809227
47,221,1518,B,2,1,221,1.726114619,0.331771143,0.239471329,0.644940446
47,221,1519,B,2,0,221,1.728278152,0.432698709,0.348877673,0.677057005
47,221,1520,B,2,0,221,1.737856897,0.349246278,0.243376157,0.939239826
48,222,1521,F,2,0,222,1.721951912,0.259826812,0.254437433,0.834746003
48,222,1522,F,2,0,222,1.723033863,0.294119181,0.285888458,0.840261393
48,222,1523,B,2,1,222,1.712401028,0.247922377,0.259473876,0.635334284
48,222,1524,B,2,0,222,1.717518363,0.261228884,0.215110665,0.598386236
48,222,1525,B,2,0,222,1.731676594,0.254917464,0.26910648,0.712287401
48,222,1526,B,2,0,222,1.716553719,0.243189588,0.192974837,0.627925672
48,222,1527,B,2,0,222,1.712130853,0.246820982,0.242651,0.627719987
48,222,1528,F,2,1,222,1.716468406,0.321752193,0.284828314,0.645528097
48,222,1529,F,2,0,222,1.71985186,0.384803732,0.32545557,0.624833614
48,223,1530,F,2,0,223,1.738086887,0.313105899,0.200406683,0.787962024
48,223,1531,F,2,1,223,1.733532134,0.286161238,0.16253433,0.680737754
48,223,1532,F,2,1,223,1.744655921,0.321381647,0.220187067,0.699532501
48,223,1533,F,2,0,223,1.73518083,0.296687755,0.219428147,0.656031128
48,224,1534,F,2,0,224,1.74812612,0.330843894,0.171871777,0.71851999
48,224,1535,F,2,1,224,1.766578293,0.381138605,0.237056914,0.568668277
48,224,1536,F,2,0,224,1.750473377,0.330962053,0.22125286,0.722753831
48,224,1537,F,2,0,224,1.726971249,0.347458493,0.186122412,0.65328652
48,224,1538,F,2,1,224,1.724962298,0.361414098,0.239132107,0.436347956
48,224,1539,B,2,0,224,1.746532907,0.334937141,0.187987552,0.647632516
48,224,1540,B,2,0,224,1.712770088,0.300599446,0.188235753,0.617695684
48,224,1541,B,2,0,224,1.72344953,0.244550734,0.156184137,0.604459687
48,224,1542,B,2,0,224,1.674988348,0.313510719,0.162897874,0.557183168
48,224,1543,B,2,0,224,1.76325954,0.351072142,0.210305927,0.634867058
49,225,1544,F,2,1,225,1.746355242,0.213313367,0.073277676,0.799162208
49,225,1545,F,2,0,225,1.726998143,0.176712259,0.129180411,0.705453681
49,225,1546,F,2,1,225,1.711001936,0.219625185,0.102725706,0.772710578
49,225,1547,F,2,0,225,1.729578458,0.195337145,0.057796088,0.798285036
49,225,1548,B,2,0,225,1.746494498,0.279452707,0.073965279,0.814473749
49,225,1549,B,2,1,225,1.72482077,0.301291947,0.133994705,0.79068303
49,225,1550,B,2,0,225,1.743884803,0.326012031,0.135334499,0.753191372
49,225,1551,B,2,1,225,1.729296469,0.224284381,0.05970749,0.785591177
49,225,1552,B,2,0,225,1.72838877,0.207172161,0.048706229,0.804485477
49,225,1553,B,2,0,225,1.770143959,0.338017597,0.068170224,0.794224895
49,226,1554,F,2,1,226,1.780844607,0.367033623,0.12438849,0.722710446
49,226,1555,F,2,1,226,1.773849752,0.350757443,0.131417352,0.693087533
49,226,1556,F,2,1,226,1.773311744,0.384657337,0.104051915,0.663762514
49,226,1557,F,2,1,226,1.719321085,0.362708697,0.211098369,0.645013883
49,226,1558,B,2,1,226,1.728038359,0.311017698,0.113924656,0.728370251
49,226,1559,F,2,0,226,1.65527865,0.357807511,0.399744617,0.542845788
49,226,1560,F,2,1,226,1.696615586,0.388516137,0.367510358,0.507260194
49,226,1561,B,2,1,226,1.775541069,0.340586927,0.05989895,0.753438102
49,227,1562,B,2,0,227,1.76949589,0.429442391,0.206604895,0.737237666
49,227,1563,F,2,0,227,1.709065968,0.280765675,0.157898023,0.655878059
49,227,1564,F,2,1,227,1.717188826,0.261954648,0.189262655,0.603230184
49,227,1565,F,2,1,227,1.712839355,0.225842577,0.364620618,0.078837423
50,228,1566,F,2,1,228,1.731049767,0.370222378,0.365089805,0.555963388
50,228,1567,F,2,1,228,1.742581311,0.325291015,0.359337823,0.664316631
50,228,1568,F,2,0,228,1.708385885,0.453761793,0.328558345,0.692345995
50,228,1569,F,2,1,228,1.679055182,0.326363562,0.341609005,0.558175777
50,228,1570,B,2,1,228,1.719233349,0.450606518,0.413927531,0.831265535
50,228,1571,B,2,0,228,1.750337671,0.388803075,0.280588146,0.797439805
50,228,1572,B,2,1,228,1.764289206,0.341035899,0.260562037,0.710887679
50,228,1573,B,2,1,228,1.741681576,0.391481777,0.20509546,0.776163566
50,228,1574,B,2,0,228,1.746388919,0.355515081,0.158071806,0.778637397
50,229,1575,F,2,1,229,1.791582129,0.456104961,0.463872381,0.958249703
50,229,1576,F,2,0,229,1.778612422,0.688917838,1.040999752,1.36862896
50,229,1577,F,2,1,229,1.779149913,0.627038673,0.863081321,1.212411894
50,229,1578,B,2,0,229,1.735966344,0.375557425,0.092783442,0.69548036
50,229,1579,B,2,1,229,1.752944025,0.479164315,0.248377038,0.553967889
50,230,1580,F,2,1,230,1.750957415,0.280513576,0.13716708,0.781370554
50,230,1581,F,2,1,230,1.735144766,0.285600735,0.117186589,0.64277232
50,230,1582,F,2,0,230,1.733150294,0.35944204,0.090366521,0.671192526
50,230,1583,F,2,0,230,1.739984359,0.32077075,0.098010454,0.660254873
50,230,1584,B,2,0,230,1.763345378,0.397135287,0.108765574,0.782737051
50,230,1585,B,2,0,230,1.741517093,0.284399237,0.06645747,0.678405041
50,230,1586,B,2,0,230,1.732676783,0.307059455,0.131104087,0.531408418
51,231,1587,F,2,1,231,1.724711657,0.267429131,0.285493175,0.56614566
51,231,1588,F,2,0,231,1.759360404,0.290014827,0.309650853,0.656656385
51,231,1589,F,2,1,231,1.732962105,0.485392204,0.31879384,0.672313773
51,231,1590,B,2,1,231,1.70869871,0.401529865,0.412430461,0.686276614
51,231,1591,B,2,0,231,1.771261103,0.327035862,0.226095233,0.726244479
51,231,1592,B,2,1,231,1.769294958,0.419666991,0.229901287,0.689912218
51,231,1593,B,2,0,231,1.775069383,0.350625662,0.234758799,0.723490692
51,231,1594,B,2,1,231,1.756832589,0.225241098,0.385539117,0.614662752
51,232,1595,F,2,0,232,1.732905011,0.218913186,0.116732295,0.618242193
51,232,1596,F,2,1,232,1.745147486,0.462722187,0.642012921,0.72662137
51,232,1597,F,2,1,232,1.706226979,0.449482096,0.571519117,0.714888802
51,232,1598,F,2,1,232,1.75664207,0.24506513,0.161315419,0.682905158
51,232,1599,F,2,0,232,1.765006498,0.245075074,0.191125781,0.661280579
51,232,1600,B,2,0,232,1.742641081,0.268171211,0.31121552,0.561618366
51,232,1601,B,2,1,232,1.704111881,0.317106312,0.255110688,0.47003344
51,232,1602,B,2,1,232,1.73866801,0.319190753,0.274775493,0.57564542
51,232,1603,B,2,1,232,1.743312862,0.32653956,0.25090432,0.568273009
51,232,1604,B,2,0,232,1.747928488,0.297542362,0.268522622,0.591952486
51,233,1605,F,2,1,233,1.686237139,0.26173409,0.276893539,0.521343226
51,233,1606,F,2,0,233,1.733579364,0.352945672,0.191916125,0.567591521
51,233,1607,F,2,0,233,1.725433131,0.326222047,0.180214438,0.54843364
51,233,1608,F,2,0,233,1.721587216,0.360634395,0.252093779,0.478951232
51,233,1609,F,2,1,233,1.693945136,0.296983763,0.198446368,0.488750542
51,233,1610,B,2,0,233,1.706318325,0.325152446,0.097838919,0.565337868
51,233,1611,B,2,1,233,1.725843356,0.350590763,0.156285821,0.60472582
51,233,1612,B,2,0,233,1.722253519,0.32684451,0.132408786,0.566077106
51,233,1613,B,2,1,233,1.735189316,0.348464558,0.122744135,0.620028772
51,233,1614,B,2,1,233,1.712307967,0.32520959,0.113374451,0.605383147
52,234,1615,F,2,1,234,1.678195089,0.274428098,0.090017752,0.61690189
52,234,1616,F,2,1,234,1.695460657,0.342755547,0.08076463,0.625958479
52,234,1617,F,2,1,234,1.67900182,0.365270646,0.069337225,0.621723196
52,234,1618,F,2,1,234,1.76246538,0.674780534,0.721614224,0.406952434
52,234,1619,B,2,0,234,1.714370589,0.365819818,0.050601655,0.612004295
52,234,1620,B,2,1,234,1.711046252,0.473411693,0.482373979,0.33108208
52,234,1621,B,2,1,234,1.714789674,0.402787074,0.010517416,0.747512795
52,234,1622,B,2,0,234,1.675161928,0.324050027,-0.003419918,0.53640797
52,234,1623,B,2,0,234,1.694785912,0.319068725,0.044380578,0.60795209
52,235,1624,F,2,0,235,1.701825304,0.261581091,0.330421029,0.467041259
52,235,1625,F,2,0,235,1.664307784,0.367086015,0.382750237,0.482225177
52,235,1626,F,2,0,235,1.637058532,0.260767634,0.35518305,0.597425636
52,235,1627,F,2,1,235,1.660540954,0.327855528,0.420866428,0.520333283
52,235,1628,F,2,0,235,1.595268284,0.255263672,0.422563119,0.411061114
52,235,1629,B,2,1,235,1.772079416,0.51081456,0.372131769,0.809943215
52,235,1630,B,2,0,235,1.663455929,0.264721722,0.26196265,0.551876852
52,235,1631,B,2,0,235,1.772230207,0.39424986,0.229120948,0.831348193
52,235,1632,B,2,1,235,1.669654108,0.294677592,0.251403326,0.61885697
52,236,1633,F,2,0,236,1.691147301,0.33499332,0.17209515,0.578379111
52,236,1634,F,2,0,236,1.710239996,0.420649141,0.173724803,0.712923821
52,236,1635,F,2,0,236,1.71681906,0.397732056,0.138418017,0.644444725
52,236,1636,F,2,0,236,1.706487238,0.387083079,0.15378787,0.664508616
52,236,1637,F,2,1,236,1.701906745,0.392721876,0.555316174,0.785589186
52,236,1638,B,2,1,236,1.728721939,0.300814663,0.06923651,0.744767507
52,236,1639,B,2,1,236,1.728945561,0.33879269,0.041113449,0.705069663
52,236,1640,B,2,1,236,1.731605979,0.381508106,0.09592751,0.660621341
52,236,1641,B,2,1,236,1.736237108,0.359280254,0.082666002,0.702125514
53,237,1642,F,2,1,237,1.710656373,0.325123185,0.165610841,0.650543986
53,237,1643,F,2,0,237,1.736625117,0.293291079,0.15568727,0.596941534
53,237,1644,F,2,1,237,1.709549269,0.315234519,0.183156002,0.543883918
53,237,1645,F,2,1,237,1.736837239,0.334630269,0.109793318,0.593863907
53,237,1646,F,2,1,237,1.715988927,0.272257535,0.15767947,0.621281431
53,237,1647,B,2,0,237,1.733626558,0.271649207,0.121519046,0.634705765
53,237,1648,B,2,0,237,1.732413589,0.395077769,0.287512505,0.590204335
53,237,1649,B,2,0,237,1.769328409,0.338639401,0.091606993,0.929855009
53,237,1650,B,2,1,237,1.770864928,0.429086872,0.172079599,0.915657041
53,237,1651,B,2,1,237,1.77321743,0.355632412,0.068050824,0.871015118
53,238,1652,F,2,0,238,1.724873513,0.357334962,0.301222307,0.58198255
53,238,1653,F,2,1,238,1.709136944,0.409855665,0.252931809,0.552615925
53,238,1654,F,2,1,238,1.748390587,0.441933206,0.319966916,0.636202821
53,238,1655,F,2,1,238,1.723277543,0.494363236,0.226105493,0.591391661
53,238,1656,F,2,1,238,1.712302204,0.396017033,0.366361054,0.518585714
53,238,1657,B,2,0,238,1.698327998,0.393980734,0.296382557,0.646082464
53,238,1658,B,2,1,238,1.728541092,0.351161332,0.341694907,0.523010171
53,238,1659,B,2,1,238,1.712747491,0.410698555,0.314546745,0.756965929
53,238,1660,B,2,1,238,1.706897654,0.401532652,0.243351609,0.696241705
53,238,1661,B,2,1,238,1.694527025,0.342270766,0.346016348,0.530686139
53,239,1662,F,2,0,239,1.740380155,0.313747809,0.337795448,0.618979686
53,239,1663,F,2,0,239,1.745925948,0.418353322,0.224351108,0.552313993
53,239,1664,F,2,0,239,1.736910288,0.446782601,0.180431627,0.481509437
53,239,1665,F,2,0,239,1.731270356,0.438136123,0.183156137,0.483983739
53,239,1666,B,2,1,239,1.696446214,0.388956886,0.33782157,0.632965656
53,239,1667,B,2,1,239,1.701389613,0.337729771,0.301164422,0.565341716
53,239,1668,B,2,0,239,1.681171867,0.3408363,0.250267186,0.610532359
53,239,1669,B,2,1,239,1.708884493,0.388202425,0.360123569,0.585272862
53,239,1670,B,2,0,239,1.71341283,0.387496637,0.276831251,0.631103682
54,240,1671,F,2,1,240,1.742944046,0.313291995,0.380482362,0.471780824
54,240,1672,F,2,1,240,1.72889375,0.286655565,0.333206705,0.377459751
54,240,1673,F,2,0,240,1.729500824,0.265545759,0.217409792,0.518104232
54,240,1674,F,2,1,240,1.744710717,0.328773526,0.316266661,0.537699607
54,240,1675,B,2,1,240,1.747056573,0.326304028,0.17834345,0.59186724
54,240,1676,B,2,0,240,1.750336204,0.353296711,0.14144337,0.575455941
54,240,1677,B,2,0,240,1.755882336,0.312555488,0.210494799,0.618825754
54,240,1678,B,2,0,240,1.752700017,0.307520308,0.164156676,0.576073372
54,240,1679,B,2,1,240,1.758056397,0.339219033,0.032856228,0.592432163
54,240,1680,B,2,1,240,1.737600021,0.3938833,0.039556839,0.524933871
54,240,1681,B,2,1,240,1.725921973,0.345970578,0.047742321,0.763109551
54,240,1682,B,2,0,240,1.724242717,0.335351538,0.025719965,0.730038894
54,240,1683,B,2,1,240,1.731102246,0.312420656,0.06530265,0.577916944
54,241,1684,F,2,0,241,1.726899737,0.212151002,0.122393763,0.550234489
54,241,1685,F,2,1,241,1.744454677,0.207683306,0.16280287,0.598107184
54,241,1686,F,2,0,241,1.74312036,0.24085021,0.146535885,0.533984073
54,241,1687,B,2,0,241,1.743592268,0.249090817,0.141993696,0.643454848
54,242,1688,F,2,0,242,1.702243444,0.276305745,0.151235767,0.658815272
54,242,1689,F,2,0,242,1.718450869,0.329806009,0.14522857,0.583856428
54,242,1690,B,2,1,242,1.691997002,0.267451527,0.259780354,0.518383368
54,242,1691,F,2,0,242,1.673916415,0.238202325,0.194938991,0.494215908
54,242,1692,F,2,1,242,1.697899112,0.238783779,0.236388025,0.544667557
54,242,1693,B,2,0,242,1.712843138,0.295954592,0.267539564,0.550537502
54,242,1694,B,2,1,242,1.717167824,0.276574169,0.339841069,0.813408807
54,242,1695,B,2,1,242,1.6898361,0.240178992,0.305277542,0.508033243
54,242,1696,B,2,0,242,1.704270832,0.234470288,0.161844607,0.558902635
54,242,1697,B,2,1,242,1.696705913,0.295043535,0.195268186,0.552602659
55,243,1698,B,2,1,243,1.723191086,0.312459434,-0.04069956,0.553839086
55,243,1699,F,2,1,243,1.718999727,0.358035235,0.068636248,0.612442709
55,243,1700,F,2,0,243,1.731456331,0.329602349,0.051116614,0.569257086
55,243,1701,F,2,1,243,1.726224424,0.324314534,0.157054078,0.650211785
55,243,1702,B,2,0,243,1.727747274,0.383855496,0.114910502,0.732900557
55,243,1703,B,2,0,243,1.704464557,0.310837241,0.137695563,0.696139225
55,243,1704,B,2,0,243,1.732353712,0.388314864,0.123294044,0.717955496
55,243,1705,B,2,1,243,1.740462014,0.39455371,0.231830699,0.751128178
55,243,1706,B,2,1,243,1.724246023,0.284931346,0.136857817,0.658423202
55,244,1707,F,2,0,244,1.630646943,0.215285809,0.244738012,0.605747723
55,244,1708,F,2,0,244,1.64572858,0.19323367,0.272226707,0.570510722
55,244,1709,F,2,1,244,1.656955756,0.274245331,0.283685632,0.697201942
55,244,1710,F,2,1,244,1.632996837,0.25970127,0.271300877,0.602517901
55,244,1711,F,2,1,244,1.622507723,0.274699186,0.371271143,0.433754896
55,245,1712,F,2,1,245,1.689518498,0.271354403,0.198264857,0.413434868
55,245,1713,B,2,0,245,1.697218276,0.410846058,0.187391599,0.4690471
55,245,1714,B,2,0,245,1.688041844,0.343223711,0.050459939,0.738031388
55,245,1715,F,2,0,245,1.68886321,0.247585356,0.097652062,0.730821931
55,245,1716,B,2,1,245,1.734343294,0.419584184,0.040128512,0.631242739
55,245,1717,B,2,1,245,1.77234166,0.577043534,0.387367815,0.838955987
55,245,1718,B,2,0,245,1.714292803,0.338777028,0.025953853,0.676344377
56,246,1719,F,2,1,246,1.781590647,0.32136819,0.133973523,0.641112624
56,246,1720,B,2,0,246,1.766045123,0.332891855,0.136761726,0.770711942
56,246,1721,F,2,0,246,1.747577698,0.329490224,0.020378404,0.664069787
56,246,1722,B,2,0,246,1.774990313,0.309673593,0.131169646,0.617972614
56,246,1723,B,2,0,246,1.757676656,0.363104472,0.072551215,0.583534672
56,246,1724,B,2,0,246,1.774731897,0.362924278,0.013711355,0.691270776
56,246,1725,B,2,0,246,1.773421832,0.358587244,0.034033209,0.673820605
56,246,1726,B,2,0,246,1.784776904,0.39820275,0.041611009,0.656653951
56,246,1727,B,2,0,246,1.781067066,0.300133115,0.066328996,0.620800167
56,247,1728,F,2,1,247,1.65950976,0.244195618,0.340432942,0.639857799
56,247,1729,F,2,1,247,1.731925378,0.393331895,0.36666115,0.589807712
56,247,1730,F,2,1,247,1.745926934,0.205420039,0.185682788,0.777755687
56,247,1731,F,2,0,247,1.746743779,0.180470018,0.229844583,0.722381303
56,247,1732,B,2,0,247,1.751964765,0.312870955,0.039529026,0.57192566
56,247,1733,B,2,0,247,1.747801931,0.315869685,-0.008067055,0.668514278
56,247,1734,B,2,1,247,1.764692735,0.289841831,0.024161261,0.794430285
56,247,1735,B,2,0,247,1.738604126,0.246993938,0.028960219,0.723364116
56,247,1736,B,2,1,247,1.755719436,0.270561943,0.035593515,0.783112198
56,248,1737,F,2,0,248,1.755611721,0.45400663,0.152753241,0.664439583
56,248,1738,F,2,1,248,1.761566134,0.429829215,0.198635841,0.55891491
56,248,1739,F,2,0,248,1.776702169,0.47250069,0.175644035,0.556299267
56,248,1740,B,2,0,248,1.794434942,0.533308604,0.148873799,0.695643273
56,248,1741,F,2,1,248,1.775644997,0.51088257,0.252230463,0.606645727
56,248,1742,B,2,1,248,1.766491056,0.466737622,0.305510747,0.543522699
56,248,1743,B,2,1,248,1.759698807,0.411082436,0.292609162,0.529886377
56,248,1744,B,2,0,248,1.763010808,0.391319383,0.508927493,0.787157512
56,248,1745,B,2,1,248,1.757090588,0.294988503,0.320440571,0.497925085
57,249,1746,F,2,1,249,1.680583234,0.215100453,0.217309719,0.807604658
57,249,1747,F,2,1,249,1.587184193,0.096307491,0.138538349,0.596112209
57,249,1748,F,2,1,249,1.609527896,0.085167233,0.153257767,0.520270186
57,249,1749,F,2,0,249,1.624382097,0.121195233,0.212587001,0.5985729
57,249,1750,B,2,1,249,1.619938873,0.099440428,0.067541989,0.563875597
57,249,1751,B,2,0,249,1.630920693,0.08045491,0.084305413,0.568690071
57,249,1752,B,2,1,249,1.656468274,0.150741625,0.091581971,0.641167585
57,249,1753,B,2,0,249,1.651237444,0.276624189,0.084601795,0.545572334
57,249,1754,B,2,0,249,1.688126607,0.308445427,0.01513683,0.569629277
57,250,1755,F,2,0,250,1.697855766,0.199096182,0.116219049,0.671572756
57,250,1756,F,2,1,250,1.664677964,0.362954315,0.393320069,0.48605142
57,250,1758,F,2,1,250,1.678516167,0.246917791,0.116943655,0.481682
57,250,1759,B,2,1,250,1.740777394,0.227836827,0.157342157,0.755989387
57,250,1760,B,2,1,250,1.756101218,0.218066363,0.130751184,0.713276994
57,250,1761,B,2,0,250,1.728071662,0.288042702,0.115975597,0.787924946
57,250,1762,B,2,0,250,1.733795417,0.240485581,0.152479484,0.752359811
57,251,1763,B,2,1,251,1.765923392,0.320471578,0.092337673,0.618159593
57,251,1764,B,2,1,251,1.732539745,0.381671416,0.108407312,0.61896859
